#,Listing Title,SKU,LastUpdated,ExpiryDate,SEOTips,Age(Days),VisibilityScore,TotalViews,Views Per Day,TagCount,ImageCount
572,Save The Date | Photo Card | Save The Date Invitation With Picture Boho | Save The Date Invitation With Picture | Wedding Save The Date (743866395),PS sdc/landscapephoto,2022-12-1111:40,2023-04-1110:40,5,"1,177",68%,652,0.55,13,10
305,"GOLD FOIL | Wedding Invitations | Art Deco | Art Deco Wedding Invitations, Elegant Wedding Invitations, Custom Wedding Invitations (1315306724)",FSC/Art Deco,2022-12-1508:07,2023-02-2011:07,3,72,68%,40,0.56,13,10
330,"GOLD FOIL | Wedding Invitations | Olive | Eucalyptus Wedding Invitations, Elegant Wedding Invitations, Custom Wedding Invitations (1329307341)",FSC/Olive,2022-12-1507:46,2023-03-1513:21,2,72,68%,40,0.56,13,10
643,"Shiny Gold Stickers, Circle Stickers, Wedding Stickers, 33mm Stickers, Stickers For Wedding, Sweets, Shoes, Favours, Gifts, Sign, Boxes (782369815)",,2022-11-1212:15,2023-03-1211:15,5,"1,038",68%,579,0.56,13,2
744,THANK YOU | Pine | Thank You Cards | Mountain Destination Wedding | Wedding Thank You Cards | Thank You Cards Wedding (1344496959),PS/tyc/pine,2022-12-0110:39,2023-03-2722:29,4,50,68%,28,0.56,13,10
971,Wedding Itinerary | Rustic Wedding (851802302),PSpamph/rusticflo,2022-12-0110:33,2023-03-2811:30,2,848,68%,476,0.56,13,10
60,"BAR MENU | Simple | Bar Menu Sign Wedding, Wedding Bar Menu Sign, Bar Menu Sign His And Hers (1331136077)",PRINT,2022-11-1516:29,2023-02-2304:59,3,69,68%,39,0.57,13,10
869,WEDDING INVITATION | Navy Blue Flowers | Dusty Blue Wedding (1301766660),PS/singlecard/Blue Flowers,2022-12-0607:29,2023-03-1003:16,2,92,68%,52,0.57,13,10
408,Matron Of Honor Card | Will You Be My Matron Of Honour | Wedding Cards | Custom Wedding Card | Wedding Cards (1337293187),WHITE,2022-11-1512:29,2023-03-0111:51,5,60,68%,34,0.57,13,10
1046,"WELCOME SIGN | Burst | Eucalyptus Wedding, Boho Bridal Shower Welcome Sign, Welcome Sign Gender Reveal, Colorful Welcome Sign (1318498072)",A4 CARD,2022-12-0710:22,2023-02-2505:41,3,67,68%,38,0.57,13,10
1056,"WELCOME SIGN | Lavender | Spring Wedding, Welcome To Our Wedding Sign, Welcome Bridal Shower Sign Purple Flowers, The Night Before Welcome (1332474093)",A1 BOARD,2022-12-0710:22,2023-02-2505:38,3,67,68%,38,0.57,13,10
1079,"WELCOME SIGN | Winter | Winter Wedding, Welcome To Our Wedding Sign, Bridal Shower Welcome Sign, Friends Bridal Shower Welcome Sign (1332467317)",A4 CARD,2022-12-0710:22,2023-02-2505:19,3,67,68%,38,0.57,13,10
461,"Palm Leaf Place Card, Tropical Place Cards, Beach Place Names, Destination Place Cards Wedding, Place Settings, Table Setting, Seating Cards (1201334437)",PS plc/palm leaf,2022-12-1512:05,2023-04-0108:40,4,284,68%,162,0.57,13,10
884,Wedding Invitation | Plum Minimalist (921291551),flatt/solidplum,2022-12-0608:32,2023-03-1515:16,1,752,68%,430,0.57,13,10
15,"Animals Place Card, Place Cards, Place Names, Place Cards Wedding, Place Settings, Table Setting, Seating Cards, Guest Names, Tropical (1164989425)",PS plc/animals,2022-12-1511:54,2023-03-2216:00,6,343,68%,197,0.57,13,10
434,"October Place Card, Autumn Place Cards, Fall Place Names, Woodland Place Cards Wedding, Rustic Place Settings, Table Setting, Seating Cards (1201346013)",PS plc/october,2022-12-1512:01,2023-01-1217:06,4,284,68%,165,0.58,13,10
860,Wedding Invitation | Green &amp; Blue (929335021),PS flat/bluegreenery,2022-12-2617:52,2023-04-2616:52,1,739,68%,430,0.58,13,10
762,Usher Proposal | Will You Be My Usher | Wedding Cards | Custom Wedding Card | Wedding Cards (1323322386),WHITE,2022-11-1512:32,2023-03-0111:54,5,60,68%,35,0.58,13,10
1003,Wedding Menu | Gypsophila - Baby's Breath (1297091286),PS/men/gypsophila,2022-12-0515:19,2023-04-0514:19,2,99,68%,58,0.59,13,10
895,WEDDING INVITATION | Sage Greenery | Sage Green Wedding (1301770520),PS/singlecard/Sage Greenery,2022-12-0607:23,2023-03-1914:18,2,92,68%,54,0.59,13,10
522,RSVP CARD | Outline | Rsvp Meal Choice | Rsvp Postcard | Rsvp Cards (1343723451),PS rsvp/outline/env,2022-12-1510:07,2023-03-1006:17,4,51,68%,30,0.59,13,10
228,Foiled Save The Date | Olive | Save The Date | Save The Date Cards | Wedding Save The Dates | Save The Date Postcard (1325223829),FSD/Olive,2022-12-0607:29,2023-03-1907:53,5,78,68%,46,0.59,13,10
229,Foiled Save The Date | One Photo | Save The Date Template With Photo | Save The Date Cards | Wedding Save The Dates | Save The Date Postcard (1311236064),FSD/One Photo,2022-12-0608:07,2023-02-1413:30,5,78,68%,46,0.59,13,10
430,Modern Table Numbers | White Floral (839698458),WOODENHOLDERS,2022-12-0905:09,2023-04-0904:09,3,871,68%,514,0.59,13,10
1038,"WELCOME SIGN | Blue Floral | Dusty Blue Wedding, Wedding Welcome Sign Flower, Welcome Sign Wedding Royal Blue, Engagment Party Welcome Sign (1318488824)",A1 BOARD,2022-12-0710:22,2023-02-2505:15,3,67,68%,40,0.60,13,10
578,Save The Date | Succulents | Western Custom Save The Date | Wedding Save The Dates | Wedding Save The Date (743860063),PS sdc/succulents,2022-12-0606:14,2023-03-2015:11,5,"1,177",72%,706,0.60,13,10
391,"Kraft Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Wedding Signs, Signage, Reception Seating Chart (1196035518)",Outlinetext,2022-12-0713:10,2023-04-0712:10,4,270,72%,162,0.60,13,10
290,Gold Foil Invitation | Eucalyptus Wedding (1237088166),conc/euc/ONE,2022-12-2611:05,2023-04-2610:05,2,200,72%,121,0.61,13,10
805,Wedding Invitation | Beach Wedding (1133477509),PS conc/beachkrft,2022-12-0806:14,2023-04-0805:14,1,393,72%,238,0.61,13,10
909,Wedding Invitation | Teal Watercolour (907362176),PS flat/darkwater,2022-12-1814:20,2023-04-1813:20,1,752,72%,457,0.61,13,10
513,RSVP CARD | Greenery Eucalyptus | Rsvp Meal Choice | Rsvp Postcard | Rsvp Cards (1329742566),PS rsvp/greeneryeuc,2022-12-1508:27,2023-04-1113:26,4,51,72%,31,0.61,13,10
655,"Spring Wedding Order Of Service Booklet, Wedding Program, Mass Booklet, Wedding Ceremony Program, Wedding Booklet Church, Catholic, Rustic (851817366)",PS OOSbook/Spring,2022-12-0504:40,2023-04-0503:40,6,848,72%,516,0.61,13,6
452,Order 2 Versions | Concertina | Wedding Bundle | Wedding Invites | Monroe (1304856512),2 VERSIONS,2022-11-1422:46,2023-03-0810:25,3,87,72%,53,0.61,13,10
543,"Rustic Floral Table Plan Wedding, Seating Chart, Seating Plan, Chart, Board, Table Planner, Wedding Signs, Signage, Reception Seating Chart (846486373)",Outlinetext,2022-12-0710:22,2023-01-2412:56,5,885,72%,541,0.61,13,10
1049,"WELCOME SIGN | Confetti | Modern Boho Wedding, Welcome To Our Wedding Sign, Gold Easle Welcome Sign, Quinceanera Welcome Board Sign (1318497246)",A1 BOARD,2022-12-0710:22,2023-02-2608:37,3,67,72%,41,0.61,13,10
3,Adhesive Wax Seal | Black (1245207466),1/black/ws,2022-12-2009:50,2023-04-2008:50,3,186,72%,114,0.61,13,10
89,"Blush Floral Wedding Order Of Service Booklet, Wedding Program, Mass Booklet, Wedding Ceremony Program, Wedding Booklet Church, Catholic (865727197)",PS OOSbook/Blushflo,2022-12-2716:20,2023-04-2715:20,6,848,72%,521,0.61,13,6
667,TABLE NUMBERS | Blue Roses | Wedding Table Number | Table Number Wedding | Wedding Table Number Cards (1342987557),WOODENHOLDERS,2022-12-2118:06,2023-04-2117:06,5,52,72%,32,0.62,13,10
109,"Calligraphy Wedding Program Sign, Order Of The Day Sign, Order Of Service, Wedding Programme, UK, Bridal Party, Timeline, Order Of Events (865739079)",,2022-12-1210:20,2023-04-1209:20,5,848,72%,522,0.62,13,10
373,Groomsman Card | Will You Be My Groomsman | Wedding Cards | Custom Wedding Card | Wedding Cards (1337295083),WHITE,2022-11-1512:39,2023-03-0111:54,5,60,72%,37,0.62,13,10
566,Save The Date | Kraft Lights | Save The Date Custom Cards | Wedding Save The Dates | Wedding Save The Date (743858383),PS sdc/krftlights,2022-12-1616:30,2023-04-1615:30,5,"1,177",72%,732,0.62,13,10
559,Save The Date | Blue Details | Save The Date Cards With Envelopes | Wedding Save The Dates | Wedding Save The Date (921278613),PS sdc/bluecorner,2022-12-1109:40,2023-04-1108:40,5,752,72%,468,0.62,13,10
433,"Moody Place Card, Turquoise Place Cards, Teal Place Names, Place Cards Wedding, Place Settings, Table Setting, Seating Cards, Guest Names (1187397182)",PS plc/moody,2022-12-1512:06,2023-01-0505:21,6,284,72%,177,0.62,13,10
21,"Autumn Wedding Order Of Service Booklet, Wedding Program, Mass Booklet, Wedding Ceremony Program, Wedding Booklet Church, Catholic, Rustic (753122167)",PS OOSbook/Autumn,2022-11-1514:02,2023-02-1017:50,6,"1,143",72%,715,0.63,13,6
371,Groomsman Card | Thank You For Being My Groomsman | Thank You Cards | Custom Wedding Card | Wedding Cards (1323337524),WHITE,2022-11-1510:21,2023-03-0517:28,5,60,72%,38,0.63,13,10
19,"Autumn Place Card, Fall Place Cards, Orange Place Names, Place Cards Wedding, Place Settings, Table Setting, Seating Cards, Guest Names, (854644367)",PS plc/autumn,2022-12-1511:58,2023-02-1608:05,6,869,72%,551,0.63,13,10
449,"Olive Wedding Program Sign, Order Of The Day Sign, Order Of Service, Wedding Programme In The UK, Bridal Party, Timeline, Order Of Events (865739933)",,2022-11-1516:37,2023-02-2517:16,6,848,72%,538,0.63,13,5
910,Wedding Invitation | Teal Watercolour (921288531),PS flat/tealwater,2022-12-1311:02,2023-04-1310:02,1,752,72%,480,0.64,13,10
824,WEDDING INVITATION | Burgundy Flowers | Burgundy Wedding (1301770066),PS/singlecard/Burgundy Flowers,2022-12-0607:23,2023-03-1917:25,2,92,72%,59,0.64,13,10
262,Funny Wedding Card | Happy Wedding Day You Ugly Fucks | Congratulations Card | Custom Wedding Card | Wedding Cards (1337857797),WHITE,2022-11-1510:53,2023-03-0205:51,5,59,72%,38,0.64,13,10
573,Save The Date | Pink Lace | Black Blush Save The Date | Wedding Save The Dates | Wedding Save The Date (921277935),PS sdc/pinkoutline,2022-12-0606:15,2023-03-1508:02,5,752,72%,489,0.65,13,10
103,"Burst Tri Fold Program, Order Of Service, Folded Wedding Program, Order Of The Day, Wedding, Order Of Events, Wedding Day Program, Green (851762676)",PS/concprog/burst,2022-12-0110:52,2023-03-0116:28,6,848,72%,556,0.66,13,6
1047,"WELCOME SIGN | Calligraphy | Modern Boho Wedding, Welcome To Our Happily Ever After Sign, Bridal Shower Welcome Sign, Welcome Sign (1332474891)",A1 BOARD,2022-12-0710:22,2023-03-0115:30,3,67,72%,44,0.66,13,10
1078,"WELCOME SIGN | Wild Flowers | Spring Wedding, Wedding Welcome Sign Boho, Welcome Bridal Shower Sign Purple Flowers, Moody Wedding Welcome (1332459603)",A4 CARD,2022-12-0710:22,2023-02-2504:58,3,67,72%,44,0.66,13,10
920,Wedding Invitation | Woodland Wedding (720042875),conc/woodland,2022-12-0710:21,2023-02-1006:58,1,"1,271",72%,835,0.66,13,10
270,Funny Wedding Card | My Best Friend &amp; My Sister My Best Friend and My Sister?! | Congratulations Card | Custom Wedding Card | Wedding Cards (1337871583),WHITE,2022-11-1510:52,2023-03-0206:28,5,59,72%,39,0.66,13,10
872,Wedding Invitation | Palm Leaves (1005284490),PS conc/fern,2022-12-0710:21,2023-04-0402:16,1,596,72%,394,0.66,13,10
95,Bridesmaid Cards | Thank You For Being My Bridesmaid | Thank You Cards | Custom Wedding Card | Wedding Cards (1323325904),WHITE,2022-11-1512:02,2023-03-0111:59,5,60,72%,40,0.67,13,10
71,"Beach Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Wedding Signs, Signage, Reception Seating Chart (832584328)",Outlinetext,2022-12-0710:22,2023-01-0609:49,5,885,72%,591,0.67,13,10
362,"Greenery Eucalyptus Wedding Program Sign, Order Of The Day, Order Of Service, Wedding Programme, Bridal Party, Timeline, Order Of Events (865738837)",,2022-12-2706:10,2023-04-2705:10,6,848,72%,568,0.67,13,6
413,Modern Table Numbers | Blush Floral (839695434),WOODENHOLDERS,2022-11-1509:35,2023-01-1704:16,3,871,72%,584,0.67,13,10
562,Save The Date | Chalkboard | Fall Save The Date Postcard | Save The Dates Black And White | Wedding Save The Date (750679380),PS sdc/chalkboard,2022-12-0606:26,2023-01-2517:41,5,"1,104",72%,741,0.67,13,10
105,"Burst Wedding Program Sign, Order Of The Day Sign, Order Of Service, Wedding Programme In The UK, Bridal Party, Timeline, Order Of Events (865738107)",,2022-11-1516:30,2023-01-1012:50,6,848,72%,570,0.67,13,6
276,Funny Wedding Card | Thing Will Never Be The Same Again Except Sex. That Will Be The Same Forever | Congratulations Card | Wedding Card (1323899352),WHITE + WS,2022-11-1510:32,2023-03-0206:29,4,59,72%,40,0.68,13,10
823,Wedding Invitation | Burgundy &amp; Blush (1119524000),PS conc/burgflowerskrft,2022-12-0710:21,2023-03-3015:14,1,393,72%,267,0.68,13,10
731,THANK YOU | Blush Eucalyptus | Thank You Cards | Thank You Wedding Cards Folded | Wedding Gift Thank You Cards | Thank You Cards Wedding (1344485857),PS/tyc/blusheuc,2022-12-2111:19,2023-04-2110:19,5,50,72%,34,0.68,13,10
741,THANK YOU | October | Thank You Cards | Wedding Thank You Cards Custom | Wedding Thank You Cards | Thank You Cards Wedding (1330518184),PS/tyc/october,2022-12-0110:37,2023-03-2905:00,4,50,72%,34,0.68,13,10
380,"Invites, Inserts &amp; Wraps | Concertina | Wedding Bundle | Wedding Invites | Monroe (1318400503)",INV+ENV,2022-11-1422:27,2023-02-0412:48,4,88,72%,60,0.68,13,10
205,Flower Girl Card | Will You Be Our Flower Girl | Wedding Cards | Custom Wedding Card | Wedding Cards (1337295589),WHITE,2022-11-1512:26,2023-03-0111:54,5,60,72%,41,0.68,13,10
889,WEDDING INVITATION | Rose Garden | Boho Invitation (1301630852),PS gate/Rose Garden,2022-12-2713:04,2023-04-2712:04,1,92,72%,63,0.68,13,10
1089,"White Roses Wedding Thank You Cards, With Envelopes, Personalised, Wedding Gifts, Wedding Party, Bridesmaid, Pack, Set, UK, Personalized (725962626)",PS/tyc/whiteroses,2022-12-0110:42,2023-03-1708:04,6,"1,192",72%,829,0.70,13,10
384,"Kraft Eucalyptus Place Card, Place Cards, Place Names, Place Cards Wedding, Place Settings, Table Setting, Seating Cards, Guest Names, Name (1187382348)",PS plc/krfteucalyptus,2022-12-1511:59,2023-02-2815:54,6,284,72%,198,0.70,13,10
295,Gold Foil Invitation | Garden Wedding (1250994649),conc/whim/ONE,2022-12-1508:19,2023-02-0102:34,2,200,76%,142,0.71,13,10
72,Best Man Card | Thank You For Being My Best Man | wedding cards | custom wedding card | wedding cards (1323324852),WHITE + WS,2022-11-1512:16,2023-03-0111:58,5,60,76%,43,0.72,13,10
171,DETAILS CARD | Olive | Wedding Details Card | Wedding Invitation Details Card | Bridesmaid Info Card (1328234014),GIC / olive,2022-12-1605:48,2023-04-1604:48,4,53,76%,38,0.72,13,10
563,Save The Date | Feathers | Save The Date Custom Cards | Wedding Save The Dates | Wedding Save The Date (921279175),PS sdc/feathers,2022-12-1907:37,2023-04-1906:37,5,752,76%,541,0.72,13,10
852,Wedding Invitation | Fall Wedding Invite (1133470959),PS conc/autumnkrft,2022-12-0710:21,2023-02-1006:58,1,393,76%,283,0.72,13,10
561,Save The Date | Burst | Portugal Save The Date | Wedding Save The Dates | Wedding Save The Date (791937694),PS sdc/burst,2022-12-0606:18,2023-03-1411:50,5,968,76%,699,0.72,13,10
273,Funny Wedding Card | Sorry In Advance For All The Tequila Shots | Congratulations Card | Custom Wedding Card | Wedding Cards (1323891842),WHITE + WS,2022-11-1511:12,2023-03-0206:10,5,59,76%,43,0.73,13,10
100,"Burgundy Place Card, Watercolour Place Cards, Place Names, Place Cards Wedding, Place Settings, Table Setting, Seating Cards, Guest Names (1201349295)",plc/burgundywatercolour,2022-12-1717:30,2023-04-1716:30,5,284,76%,207,0.73,13,10
297,Gold Foil Invitation | Minimalist Wedding (1237061132),conc/calligraphy/ONE,2022-12-1507:41,2023-02-2815:54,2,200,76%,146,0.73,13,10
73,Best Man Proposal Card | Will You Be My Best Man | Wedding Cards | Custom Wedding Card | Wedding Cards (1323319474),WHITE,2022-11-1509:50,2023-03-1311:30,5,60,76%,44,0.73,13,10
500,RSVP CARD | Blue Roses | Rsvp Meal Choice | Rsvp Postcard | Rsvp Cards (1329740000),PS rsvp/blueroses/env,2022-12-2118:06,2023-04-2117:06,3,51,76%,38,0.75,13,10
1074,"WELCOME SIGN | Tis The Season | Winter Wedding, Welcome To Our Wedding Sign, Welcome Sign Christmas In July, Friends Bridal Shower Sign (1318494234)",A4 CARD,2022-12-0710:22,2023-02-2505:30,3,67,76%,50,0.75,13,10
477,Proposal Card | Will You Be My Bridesman | Will You Be My Bridesman | Custom Wedding Card | Wedding Cards (1337293819),WHITE,2022-11-2113:52,2023-03-2112:52,5,60,76%,45,0.75,13,10
851,Wedding Invitation | Fall Wedding (1019142837),PS gate/fiery,2022-12-1108:29,2023-04-1107:29,1,596,76%,447,0.75,13,10
10,Adhesive Wax Seal | Purple (1245755516),1/Purple/ws,2022-12-0312:12,2023-04-0311:12,3,185,76%,139,0.75,13,10
465,"Photo Booth Tri Fold Program, Order Of Service, Folded Wedding Program, Order Of The Day, Wedding, Order Of Events, Wedding Day Program (865667973)",PS/concprog/booth,2022-12-1310:30,2023-04-1309:30,6,848,76%,638,0.75,13,5
596,Seating Chart Cards | Blue Flowers | Dusty Blue Wedding (1298339038),RM 1st Class,2022-12-0710:22,2023-02-0605:56,3,97,76%,73,0.75,13,10
544,"Rustic Floral Wedding Order Of Service Booklet, Wedding Program, Mass Booklet, Wedding Ceremony Program, Wedding Booklet Church, Catholic (851817104)",PS OOSbook/Rustflo,2022-11-1513:53,2023-01-2412:56,6,848,76%,639,0.75,13,6
363,"Greenery Eucalyptus Wedding Thank You Cards, With Envelopes, Personalised, Wedding Gifts, Wedding Party, Bridesmaid, Set, UK, Personalized (740282373)",PS/tyc/greeneryeuc,2022-12-0111:11,2023-01-0905:56,6,"1,190",76%,898,0.75,13,10
845,Wedding Invitation | Dusty Blue Wedding (932862374),PS conc/bluegreenery,2022-12-2014:16,2023-04-2013:16,1,709,76%,537,0.76,13,10
995,"Wedding Menu Cards, Menus For Wedding, Wedding Breakfast, Drinks Menu, Food Menu, Wedding Reception, Wedding Dinner, Simple, Black And White (836323221)",PS/men/one,2022-12-0108:22,2023-01-1610:34,6,905,76%,686,0.76,13,10
996,"Wedding Menu Cards, Menus For Wedding, Wedding Breakfast, Drinks Menu, Food Menu, Wedding Reception, Wedding Dinner, Spring, Floral, Green (836324471)",PS/men/spring,2022-12-0108:08,2023-03-2605:35,6,905,76%,690,0.76,13,10
278,Funny Wedding Card | Until Death Do Us Part Or Divorce | Congratulations Card | Custom Wedding Card | Wedding Cards (1337865647),WHITE,2022-11-1510:52,2023-03-0206:13,5,59,76%,45,0.76,13,10
125,"Confetti Table Plan Wedding, Seating Chart, Seating Plan, Table Chart, Board, Table Planner, Wedding Signs, Signage, Reception Seating Chart (832584456)",Outlinetext,2022-12-0710:22,2023-03-2103:19,4,885,76%,677,0.76,13,10
296,Gold Foil Invitation | Garden Wedding (1250997435),conc/bouquet/ONE,2022-12-1507:41,2023-02-2618:01,2,200,76%,154,0.77,13,10
590,Save The Dates With Finishing Options |  Wedding Bundle | Monroe (1304934484),sdc+env,2022-11-1408:38,2023-02-0507:02,4,87,76%,67,0.77,13,10
252,Funny Wedding Card | Congratulations About Fucking Time | Congratulations Card | Custom Wedding Card | Wedding Cards (1323892326),WHITE,2022-11-1510:36,2023-03-0718:56,5,59,76%,46,0.78,13,10
11,Adhesive Wax Seal | Red (1251672689),1/red/ws,2022-12-1610:00,2023-04-1609:00,3,199,76%,156,0.78,13,10
294,Gold Foil Invitation | Forest Wedding (1237086682),conc/pine/ONE,2022-12-1507:42,2023-04-0406:00,2,200,76%,157,0.79,13,10
921,Wedding Invitation | Yellow Daffodils (1019263533),PS gate/daffod,2022-12-0710:22,2023-04-0108:30,1,596,76%,468,0.79,13,10
567,Save The Date | Kraft | Save The Date Custom Cards | Wedding Save The Dates | Wedding Save The Date (729990236),PS sdc/kraft,2022-12-2312:30,2023-04-2311:30,5,"1,177",76%,928,0.79,13,10
165,DETAILS CARD | Gypsophila | Wedding Details Card | Wedding Invitation Details Card | Bridesmaid Info Card (1328250184),GIC / gypsop,2022-12-1510:17,2023-03-0807:16,4,53,76%,42,0.79,13,10
800,WEDDING INVITATION | Argyle Apple Kraft | Sage Green Wedding (1315798099),PS/singlecard/Argyle Apple Kraft,2022-12-0612:47,2023-04-0611:47,2,92,76%,73,0.79,13,10
